zip_before,publisher_record_id,name,operator,lifecycle,lat,lng,publisher_precision,basis_rule,publisher_sentence,evidence_url,quality_flags
73054,beltline-luther-horizon-technology-park-ok,Luther Horizon Technology Park,Beltline Energy,proposed,35.6612,-97.1961,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are a Luther town-centroid approximation;,https://lutherhorizontechnologypark.com/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
10962,bloomberg-orangeburg-ny,Bloomberg LP Data Center,Bloomberg LP,operational,41.036652,-73.986828,approximate,ATLAS_NOTES_AREA_LEVEL,"Coordinates are a town-level geocode, not a confirmed parcel pin.",https://www.sec.gov/Archives/edgar/data/0001603578/000153949714000486/n306_premktx1.htm,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
37040,cielo-clarksville-tn,Cielo Montgomery County AI Campus,Cielo Digital Infrastructure,proposed,36.53,-87.36,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Clarksville area centroid.,https://cleanview.co/data-centers/tennessee/2037/cielo-clarksville-data-center,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
73102,cloudburst-oklahoma-city-campus-ok,CloudBurst Oklahoma City Campus,CloudBurst Data Centers,under_construction,35.4676,-97.5164,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are an Oklahoma City centroid approximation.,https://cloudburstdc.com/oklahoma-city/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
78666,cloudburst-san-marcos-tx,CloudBurst San Marcos GigaCenter,CloudBurst Data Centers,under_construction,29.88,-97.94,exact,ATLAS_NOTES_UNIT_ESTIMATE,coordinates use San Marcos city area as centroid.,https://www.datacenterdynamics.com/en/news/cloudburst-breaks-ground-on-gigawatt-scale-data-center-campus-in-texas/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
66086,cloverleaf-bluestem-tonganoxie-ks,Project Bluestem,Cloverleaf Infrastructure,proposed,39.1097,-95.0877,approximate,ATLAS_NOTES_AREA_CENTROID,"Location precision is approximate: no source seen states coordinates, a street address or a parcel, so the pin is the Tonganoxie town centroid (OpenStreetMap/Nominatim) and the actual footprint lies some distance south of it.",https://bluestemdatacenter.com/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
54180,cloverleaf-wrightstown-village-wi,Cloverleaf Wrightstown Data Center Inquiry (Village of Wrightstown),Cloverleaf Infrastructure,proposed,44.3269,-88.1631,approximate,ATLAS_NOTES_AREA_LEVEL,Coordinates are a municipality-level locator.,https://spectrumnews1.com/wi/milwaukee/news/2026/06/01/data-center-wrightstown-meeting,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
73102,cogent-oklahoma-city-ok,Cogent Oklahoma City Data Center,Cogent Communications,operational,35.4676,-97.5164,approximate,ATLAS_NOTES_APPROX_TO_PLACE,coordinates approximate to Oklahoma City.,https://www.news9.com/oklahoma-city-news/where-are-data-centers-are-being-built-oklahoma-list,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
43035,cologix-col5-orange-township-delaware-county-oh,Cologix COL5,Cologix,under_construction,40.190863,-83.011113,exact,ATLAS_NOTES_AREA_CENTROID,"Coordinates are the Lewis Center/Orange Township town centroid, not parcel-verified in this session — recommend a follow-up parcel-level geocode of 6787 Green Meadows Drive before publishing at high precision.",https://signalcleveland.org/ohio-approves-last-data-center-exemption-before-moratorium/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
43031,cologix-johnstown-oh,Cologix Johnstown AI-Ready Campus,Cologix,under_construction,40.15,-82.68,exact,ATLAS_NOTES_AREA_CENTROID,"Coordinates are the Johnstown, Licking County area centroid.",https://cologix.com/news/cologix-expands-central-ohio-footprint-with-land-acquisition-for-new-ai-ready-800mw-data-center-campus/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
07054,cologix-nnj3-parsippany-nj,Cologix NNJ3,Cologix,operational,40.859636,-74.423348,approximate,ATLAS_NOTES_AREA_CENTROID,"Coordinates are the Parsippany-Troy Hills township centroid (Wikipedia), not a confirmed parcel geocode for 200 Webro Road — marked approximate.",https://cologix.com/data-centers/new-jersey/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
25303,continent-8-west-virginia-dc1-south-charleston-wv,Continent 8 West Virginia DC1,Continent 8 Technologies,operational,38.368429,-81.69957,approximate,ATLAS_NOTES_AREA_CENTROID,Pin is the city centroid.,https://www.continent8.com/continent-8-technologies-doubles-down-in-west-virginia/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
20155,corscale-gainesville-crossing-va,Gainesville Crossing Digital Campus (GCDC),Corscale Data Centers (Patrinely / USAA Real Estate),under_construction,38.78,-77.62,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Gainesville area centroid.,https://www.datacenterdynamics.com/en/news/new-hyperscale-developer-corscale-is-behind-300mw-gainesville-crossing-campus-in-prince-william-county/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
97116,crane-pdx01-forest-grove-or,Crane PDX01,Crane Data Centers,under_construction,45.5207,-123.1087,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Forest Grove area centroid.,https://www.datacenterdynamics.com/en/news/planning-commission-greenlights-crane-dcs-forest-grove-data-center-in-northwest-oregon-again/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
84624,creekstone-delta-ut,Creekstone Energy Delta Gigasite,Creekstone Energy,under_construction,39.3527,-112.5777,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates at Delta city centroid;,https://www.datacenterdynamics.com/en/news/zeo-energy-to-supply-280mw-of-power-for-creekstone-energys-up-to-10gw-data-center-campus-in-millard-county-utah/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
75202,crow-holdings-cleanarc-stemmons-dallas-tx,Crow Holdings Stemmons Corridor Data Center Campus,Crow Holdings (developed and leased by CleanArc Data Centers),proposed,32.7762719,-96.7968559,approximate,ATLAS_NOTES_AREA_LEVEL,"The exact parcel address is not disclosed in the announcement, so coordinates are a Dallas city-level geocode rather than a parcel point.",https://www.crowholdings.com/insights/crow-holdings-announces-245mw-flagship-data-center-campus-in-central-dallas/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
54701,data-holdings-eau-claire-wi,Data Holdings Eau Claire Data Center,Data Holdings LLC,operational,44.811349,-91.4984941,approximate,ATLAS_NOTES_AREA_LEVEL,"⚠️ Data Holdings publishes no street address, saying only that the facility is ""on the south side of Eau Claire"", so the coordinates are an approximate CITY-LEVEL point and are NOT the facility footprint — they should be corrected before the pin is treated as meaningful.",https://dataholdings.com/eau-claire-data-center,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
55445,databank-brooklyn-park-mn,DataBank Brooklyn Park Campus,DataBank,operational,45.116,-93.386,approximate,ATLAS_NOTES_UNIT_ESTIMATE,"Coordinates approximate (Brooklyn Park city-area estimate, not parcel-geocoded this session).",https://www.databank.com/data-centers/minneapolis/brooklyn-park-campus/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
30122,dc-blox-atlanta-west-ga,DC BLOX Atlanta West (ATL1),DC BLOX,under_construction,33.7882,-84.6608,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are Lithia Springs area centroid.,https://www.dcblox.com/dcblox-secures-1-15-billion-green-loan-atlanta-data-center-campus-development/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
29461,dc-blox-camp-hall-berkeley-county-sc,DC BLOX Camp Hall Data Center Campus,DC BLOX,proposed,33.1595951,-79.9070461,approximate,ATLAS_NOTES_AREA_CENTROID,"No source gives a street address or parcel for the specific building site within the multi-thousand-acre Camp Hall park, so the coordinates used here are the Berkeley County centroid (from OSM Nominatim) as an explicitly disclosed county-level placeholder, not even a city-level pin -- do not read this as parcel- or city-level precision.",https://www.dcblox.com/dc-blox-purchases-land-secures-power-in-berkeley-county-south-carolina/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
36104,dc-blox-montgomery-al,DC BLOX Montgomery Data Center,DC BLOX,proposed,32.3777111,-86.3090775,approximate,ATLAS_NOTES_AREA_CENTROID,"COORDINATES ARE A MONTGOMERY CITY-CENTROID GEOCODE, not the site: the only site detail in a fetched source is the name ""Interstate Industrial Park"", which does not resolve in Nominatim;",https://www.montgomerychamber.com/blog/press-releases-3604/post/dc-blox-announces-30m-investment-in-new-montgomery-data-center-40072,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
27330,deep-river-data-cumnock-lee-county-nc,"Deep River Data AI Data Center (Cumnock, Lee County)",Deep River Data,proposed,35.555,-79.23778,approximate,ATLAS_NOTES_ARE_THE_PLACE_UNIT,"coordinates are the Cumnock community, not a parcel.",https://www.theassemblync.com/business/commercial-natural-gas-well-ai-datacenter/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
95050,ecl-csc1-santa-clara-ca,ECL CSC-1 FlexGrid AI Data Center,ECL,proposed,37.354,-121.955,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are Santa Clara city centroid (approximate).,https://www.businesswire.com/news/home/20260421198659/en/ECL-35MW-FlexGrid-Powered-Data-Center-in-Santa-Clara-Builds-Atop-On-Grid-Power-for-High-Density-AI-Delivery,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
30291,edgeconnex-union-city-campus-fulton-ga,Union City Data Center Campus (EdgeConneX / TA Realty),"EdgeConneX (campus investment and operations with TA Realty; land owned by Microsoft, site development by Burr Computer Environments)",under_construction,33.5870558,-84.5424299,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Union City centroid (OSM Nominatim);,https://baxtel.com/data-center/microsoft-union-city-campus,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
50023,edged-energy-ankeny-ia,Edged Ankeny (Des Moines) Data Center,Edged Energy,under_construction,41.7297,-93.6058,approximate,ATLAS_NOTES_AREA_LEVEL,"coordinates are city-level, not parcel-geocoded — mark approximate).",https://edged.us/news/des-moines-iowa,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
36610,edged-gateway-prichard-al,Edged Prichard Data Center (Project Gateway),Edged US,proposed,30.7387998,-88.0788889,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Prichard municipal centroid — no street address appears in any fetched source.,https://projectgatewayal.com/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
17339,elysian-partners-fairview-crossroads-fairview-township-york-pa,Fairview Crossroads Data Center,Elysian Partners,proposed,40.1692628,-76.8516507,approximate,ATLAS_NOTES_AREA_CENTROID,the coordinate here is a township-centroid geocode.,https://poweredbywho.com/projects/1efe16d9-b280-4143-b0d2-d3977c162ad8,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
14202,empire-ai-gamma-buffalo-ny,Empire AI Gamma,"Empire AI consortium (hosted by the University at Buffalo, SUNY)",under_construction,42.8864,-78.8784,approximate,ATLAS_NOTES_AREA_LEVEL,"Coordinates are a Buffalo city-level placeholder, approximate;",https://www.governor.ny.gov/news/governor-hochul-announces-empire-ai-beta-fully-online-federal-government-takes-inspiration-new,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
99501,gci-anchorage-ak,GCI Anchorage Data Center,GCI,operational,61.2163129,-149.894852,approximate,ATLAS_NOTES_AREA_LEVEL,"Pin is therefore an Anchorage city-level approximation (Nominatim), not either street address.",https://www.gci.com/business/products/managed-services/data-center-colocation,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
68510,google-lincoln-ne,Google Lincoln Data Center,Google,under_construction,40.81,-96.675,approximate,ATLAS_NOTES_AREA_CENTROID,coordinates are Lincoln-city-center-level only.,https://datacenters.google/locations/nebraska/,PUBLISHER_AREA_POINT;COARSE_COORDINATES;PUBLISHER_APPROXIMATE
46360,google-michigan-city-in,Google Michigan City Data Center,Google,under_construction,41.7075394,-86.8950297,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Michigan City centroid (approximate).,https://datacenters.google/locations/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
74361,google-pryor-ok,Google Pryor Data Center Campus (Mayes County Expansion),Google,operational,36.32,-95.31,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are Pryor city center.,https://www.okcommerce.gov/google-planning-another-expansion-for-pryor-data-center/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
29472,google-ridgeville-sc,Google Ridgeville Data Center (Project Dawson),Google,under_construction,33.096,-80.3239,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are Ridgeville area centroid.,https://www.datacenterdynamics.com/en/news/google-confirms-it-is-behind-project-dawson-data-center-campus-in-south-carolina/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
74075,google-stillwater-ok,Google Stillwater Data Center Campus,Google,under_construction,36.14,-97.06,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are approximate (city centroid shifted north).,https://www.okenergytoday.com/2025/11/construction-gets-go-ahead-for-stillwater-data-center/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
29477,google-winding-woods-st-george-sc,Google Winding Woods Campus,Google,under_construction,33.1843,-80.5793,exact,ATLAS_NOTES_AREA_CENTROID,George area centroid.,https://www.datacenterdynamics.com/en/news/google-to-invest-9bn-in-south-carolina-data-centers/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
02917,hanton-city-smithfield-ri,Hanton City Business Park (data center anchor),Hanton City Investments LLC,proposed,41.867,-71.527,exact,ATLAS_NOTES_AREA_ESTIMATE,Coordinates are approximate Smithfield-area coordinates.,https://www.oceanstatemedia.org/technology/proposed-data-center-still-looms-over-smithfield-even-after-town-council-enacts-ban,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
96813,hawaiiantel-endeavor-honolulu-hi,Endeavor Data Center,Hawaiian Telcom,operational,21.304547,-157.855676,approximate,ATLAS_NOTES_AREA_LEVEL,"Pin is a Honolulu city-level approximation (Nominatim), not the specific parcel — do not read the absence of a street field as meaning one wasn't sought.",https://www.hawaiiantel.com/business/Business/Products-Services/Network-Security/Data-Center-Colocation-Services,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
96743,hawaiiantel-kawaihae-hi,Kawaihae Data Center,Hawaiian Telcom,operational,20.0397244,-155.829133,approximate,ATLAS_NOTES_AREA_LEVEL,"Pin is a Kawaihae town-level approximation (Nominatim), not a specific parcel.",https://www.hawaiiantel.com/business/Business/Products-Services/Network-Security/Data-Center-Colocation-Services,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
26554,hog-lick-aggregates-white-hall-marion-wv,Hog Lick Aggregates Data Center / Microgrid Proposal,Hog Lick Aggregates,proposed,39.4211977,-80.1825815,approximate,ATLAS_NOTES_AREA_LEVEL,"Coordinates are a White Hall community-level pin, not a parcel-level location, since no street address was given.",https://www.wdtv.com/2026/05/05/local-company-proposes-data-center-marion-county/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
16845,iron-city-wells-karthaus-township-clearfield-pa,Iron City Wells A.I. Data Center,"Iron City Wells, LLC",permitted,41.1420054,-78.1040324,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinate is a township-centroid geocode;,http://paenvironmentdaily.blogspot.com/2026/01/dep-issues-air-quality-permit-for-15.html,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
45342,iron-mountain-miamisburg-oh,Iron Mountain OHS-1 (Miamisburg),Iron Mountain,operational,39.6428362,-84.2866083,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are city-centroid (approximate).,https://www.ironmountain.com/data-centers/locations/ohio-data-center,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
74103,isocentric-networks-tulsa-ok,Isocentric Networks Tulsa Data Center,Isocentric Networks,operational,36.154,-95.9928,approximate,ATLAS_NOTES_PLACE_CENTROID_APPROX,Coordinates are a Tulsa centroid approximation;,https://www.newson6.com/tulsa-oklahoma-news/where-are-data-centers-are-being-built-oklahoma-list,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
52310,its-monticello-ia,ITS Iowa Data Center (Monticello),Infrastructure Technology Solutions (ITS),operational,42.2382752,-91.1869428,approximate,ATLAS_NOTES_AREA_LEVEL,Coordinate is a town-level approximation;,https://its.tech/about/data-center/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
75074,lambda-aligned-plano-tx,Lambda Plano AI Data Center (Aligned DFW-04),Lambda,under_construction,33.0198,-96.6989,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Plano area centroid.,https://www.devx.com/daily-news/lambda-cloud-to-occupy-aligned-data-center/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
68046,lightedge-papillion-ne,LightEdge Omaha Data Center,LightEdge,operational,41.1544,-96.0428,approximate,ATLAS_NOTES_AREA_LEVEL,"Coordinates are a PAPILLION CITY-LEVEL point, not a geocode of American Parkway — this record needs an address geocode pass before its map pin should be trusted.",https://lightedge.com/data-centers/omaha-data-center/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
45011,logistix-hamilton-innovation-center-butler-county-oh,Hamilton Innovation Center,Logistix Property Group,proposed,39.3995,-84.5613,approximate,ATLAS_NOTES_AREA_CENTROID,"Coordinates are the Hamilton, OH city-area centroid, not an independently geocoded parcel point for 1380 University Boulevard.",https://www.journal-news.com/news/hamilton-oks-plan-for-data-center-project-in-riverside-neighborhood/BFSJT4SRYFC5XGE7DKESMRI72U/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
07086,lumen-weehawken-1-nj,Lumen Weehawken 1 Data Center,Lumen Technologies,operational,40.7714,-74.0194,approximate,ATLAS_NOTES_AREA_CENTROID,"Coordinates are the Weehawken township centroid (Wikipedia), not a confirmed parcel geocode for 300 Boulevard East specifically — marked approximate.",https://baxtel.com/data-center/lumen-weehawken-1,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
01851,markley-lowell-ma,Markley Group One Lowell Data Center,Markley Group,operational,42.6334,-71.3162,exact,ATLAS_NOTES_AREA_CENTROID,"Coordinates are approximate city centroid (Sacred Heart/Back Central neighborhoods, Lowell).",https://www.boston.com/news/local-news/2026/05/07/lowell-residents-file-massachusetts-first-lawsuit-against-a-data-center/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
50009,meta-altoona-ia,Meta Altoona Data Center Campus,Meta,operational,41.6459,-93.4696,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Altoona town centroid.,https://www.datacenterfrontier.com/cloud/article/11427725/meta-adds-more-data-centers-in-iowa-pushing-campus-to-5-million-sf,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
79922,meta-el-paso-tx,Meta El Paso AI Data Center Campus,Meta,under_construction,31.81,-106.55,exact,ATLAS_NOTES_AREA_CENTROID,"coordinates are approximate city-area centroid, exact parcel not publicly identified.",https://about.fb.com/news/2025/10/metas-new-ai-optimized-data-center-el-paso/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
37066,meta-gallatin-tn,Meta Gallatin Data Center Campus,Meta,operational,36.3884,-86.4369,exact,ATLAS_NOTES_AREA_CENTROID,"Campus coordinates are city-centroid approximation for Gallatin, TN.",https://www.datacenterdynamics.com/en/news/meta-brings-data-centers-in-tents-to-gallatin-tennessee/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
83634,meta-kuna-id,Meta Kuna Data Center,Meta,under_construction,43.491,-116.418,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are Kuna city centroid;,https://www.datacenterdynamics.com/en/news/meta-resumes-construction-of-texas-and-idaho-data-centers-with-new-ai-design/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
64068,metrobloks-liberty-mo,Metrobloks Liberty Campus,Metrobloks,proposed,39.2459,-94.4191,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Liberty area centroid.,https://www.metrobloks.com/press-release/metrobloks-announces-data-center-investment-in-liberty-missouri,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
33182,metrobloks-mia-a1-miami-fl,Metrobloks MIA-A1 (MB01),Metrobloks,proposed,25.79,-80.41,approximate,ATLAS_NOTES_AREA_ESTIMATE,"Coordinates are an approximate Airport West-area estimate, not a parcel-confirmed geocode of the street address.",https://www.metrobloks.com/press-release/metrobloks-acquires-land-in-miami-fl-to-build-15-2mw-ai-ready-data-center,PUBLISHER_AREA_POINT;COARSE_COORDINATES;PUBLISHER_APPROXIMATE
85335,microsoft-el-mirage-az,Microsoft El Mirage Data Center Campus,Microsoft,operational,33.5695,-112.3204,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are El Mirage city centroid;,https://azbex.com/planning-development/microsoft-data-center-new-spec-industrial-planned-in-el-mirage/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
30214,microsoft-fairwater-fayetteville-ga,Microsoft Fairwater Atlanta (Azure AI Superfactory),Microsoft,operational,33.4487,-84.4549,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Fayetteville area centroid.,https://news.microsoft.com/source/features/ai/from-wisconsin-to-atlanta-microsoft-connects-datacenters-to-build-its-first-ai-superfactory/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
89408,microsoft-fernley-nv,Microsoft Victory Logistics District Campus,Microsoft,proposed,39.6082,-119.2169,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Fernley area centroid.,https://www.nevadaappeal.com/news/2025/apr/17/microsoft-buy-300-acres-in-fernley-lyon-county-victory-logistics-district/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
75061,microsoft-irving-tx,Microsoft Irving Data Centers,Microsoft,proposed,32.8295183,-96.9442177,approximate,ATLAS_NOTES_AREA_LEVEL,"No street address, acreage or capacity is published in the fetched sources, so coordinates are a city-level geocode.",https://baxtel.com/data-center/microsoft-irving-tx,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
49331,microsoft-lowell-township-mi,Microsoft Lowell Township Data Center,Microsoft,proposed,42.93,-85.352,approximate,ATLAS_NOTES_UNIT_ESTIMATE,"Coordinates are an approximate Lowell Township estimate, not parcel-geocoded.",https://www.michiganpublic.org/politics-government/2026-05-20/why-one-michigan-township-just-rejected-data-centers-while-another-stays-open-to-them,PUBLISHER_AREA_POINT;COARSE_COORDINATES;PUBLISHER_APPROXIMATE
30268,microsoft-palmetto-fulton-ga,Microsoft Palmetto Data Center,Microsoft,under_construction,33.5178907,-84.6696549,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Palmetto city centroid (OSM Nominatim);,https://local.microsoft.com/blog/palmetto-datacenter-construction-update/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
26554,noaa-environmental-security-computing-center-fairmont-wv,NOAA Environmental Security Computing Center (NESCC),National Oceanic and Atmospheric Administration,operational,39.484898,-80.1426539,approximate,ATLAS_NOTES_AREA_CENTROID,Pin is the city centroid — the exact park parcel is not published in the cited source.,https://wvpress.org/breaking-news/noaas-100m-rhea-supercomputer-coming-to-fairmont-boosting-west-virginia-tech-growth/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
